episode,ave_reward
0,4.918333333333333
1,5.322833333333333
2,5.0198333333333345
3,5.753166666666668
4,5.3815
5,5.8505
6,5.115333333333335
7,4.4848333333333334
8,5.714166666666668
9,5.539833333333334
10,5.586333333333333
11,5.261833333333333
12,5.315
13,5.756166666666668
14,5.959166666666667
15,5.314833333333334
16,5.616833333333334
17,5.308166666666668
18,5.8465
19,4.750333333333333
20,5.686000000000002
21,5.250666666666666
22,5.613333333333333
23,4.684
24,5.417833333333332
25,6.248666666666669
26,5.448166666666667
27,5.983333333333335
28,5.7781666666666665
29,6.387333333333333
30,5.7565
31,5.320333333333335
32,6.147166666666665
33,4.855666666666668
34,6.384500000000002
35,5.254833333333335
36,5.852166666666667
37,6.219166666666667
38,5.246833333333333
39,5.6485
40,5.351500000000001
41,5.717166666666668
42,5.752666666666668
43,4.945833333333335
44,5.5805
45,5.1836666666666655
46,5.683500000000001
47,5.015833333333332
48,5.447833333333334
49,5.347333333333333
50,5.517833333333333
51,4.669833333333334
52,5.453666666666669
53,4.887833333333334
54,4.714666666666667
55,5.388166666666668
56,5.851000000000001
57,5.082166666666666
58,5.786666666666667
59,4.617666666666666
60,5.686666666666668
61,6.315833333333335
62,6.187500000000001
63,5.921166666666668
64,5.820500000000001
65,5.218
66,6.021166666666667
67,4.683666666666667
68,5.383333333333334
69,4.913000000000002
70,4.450333333333334
71,4.552499999999999
72,5.2155000000000005
73,4.139666666666667
74,5.445666666666667
75,5.884000000000001
76,5.747833333333334
77,6.147
78,6.137500000000001
79,5.716500000000001
80,4.480999999999999
81,5.052333333333333
82,4.434333333333332
83,5.211166666666668
84,5.819000000000003
85,4.5520000000000005
86,5.903333333333332
87,5.340000000000002
88,5.153500000000003
89,5.451333333333333
90,4.835833333333334
91,6.117666666666665
92,5.690000000000001
93,4.819500000000001
94,5.090000000000002
95,4.651833333333333
96,5.449
97,5.314833333333334
98,5.0136666666666665
99,6.364666666666667
100,6.347666666666667
101,5.033666666666667
102,5.758166666666668
103,5.383000000000001
104,5.524666666666667
105,6.180000000000001
106,6.005500000000001
107,5.815833333333333
108,5.450666666666668
109,6.281333333333333
110,4.653166666666667
111,5.380833333333333
112,5.2826666666666675
113,4.683333333333334
114,5.753666666666667
115,4.984999999999999
116,5.883000000000002
117,5.053166666666667
118,5.187833333333334
119,6.171166666666666
120,5.387333333333333
121,5.583999999999999
122,5.254499999999999
123,5.1498333333333335
124,6.0855000000000015
125,5.384833333333333
126,6.116000000000001
127,6.2826666666666675
128,5.598666666666669
129,4.751166666666666
130,4.681
131,5.6258333333333335
132,5.791666666666668
133,6.5203333333333315
134,4.955500000000002
135,5.302166666666667
136,5.116833333333333
137,5.719833333333335
138,5.6771666666666665
139,5.880166666666665
140,5.881333333333332
141,6.009833333333335
142,5.749166666666666
143,5.2521666666666675
144,4.721666666666667
145,4.850666666666668
146,4.965666666666666
147,5.614333333333333
148,5.085833333333334
149,5.984833333333335
150,5.582
151,6.463333333333334
152,5.2523333333333335
153,5.586000000000001
154,5.3875
155,6.018833333333334
156,4.749333333333333
157,5.815500000000001
158,5.525000000000002
159,5.317166666666667
160,5.653333333333335
161,5.515000000000001
162,5.084
163,4.617000000000001
164,6.356000000000001
165,5.322333333333334
166,4.620833333333334
167,5.586166666666667
168,5.447
169,6.019
170,5.514666666666668
171,5.351500000000001
172,4.7495
173,5.619666666666668
174,5.446500000000001
175,4.850500000000001
176,4.5145
177,4.684333333333333
178,5.820166666666667
179,5.050666666666667
180,5.418166666666668
181,4.585833333333334
182,5.4205000000000005
183,4.880999999999999
184,5.849500000000002
185,4.849833333333333
186,5.951166666666669
187,6.047
188,5.482833333333334
189,5.279999999999999
190,5.817666666666667
191,5.049000000000001
192,5.184833333333334
193,5.1848333333333345
194,6.050333333333333
195,6.163499999999999
196,5.316166666666666
197,5.214499999999999
198,5.554333333333335
199,4.881833333333333
200,5.443333333333336
201,5.882333333333334
202,5.6855
203,4.784000000000001
204,5.920000000000001
205,5.023500000000001
206,5.980166666666668
207,6.184500000000001
208,5.450333333333334
209,5.441833333333334
210,4.221
211,5.253833333333333
212,5.483833333333335
213,5.450333333333334
214,4.9766666666666675
215,5.683499999999999
216,5.5716666666666645
217,5.216000000000002
218,6.291833333333334
219,4.781833333333334
220,4.587
221,4.861333333333334
222,5.583333333333334
223,4.988
224,5.718333333333335
225,5.082833333333332
226,5.983666666666667
227,5.551666666666667
228,4.6308333333333325
229,5.184833333333333
230,4.853833333333333
231,5.314000000000001
232,5.147500000000002
233,5.2041666666666675
234,5.2615
235,4.617666666666666
236,4.025166666666666
237,5.9115
238,5.017500000000001
239,5.714833333333333
240,5.685333333333333
241,5.887500000000001
242,4.946666666666668
243,5.8180000000000005
244,4.9185
245,5.053166666666667
246,6.052833333333335
247,5.217333333333334
248,4.815333333333333
249,5.629833333333334
250,5.7488333333333355
251,5.616666666666668
252,4.385500000000001
253,6.817666666666664
254,6.286000000000002
255,5.951166666666668
256,5.148499999999999
257,5.384833333333334
258,4.884666666666666
259,4.449333333333334
260,5.246833333333333
261,5.486666666666668
262,4.586
263,5.284166666666666
264,5.952666666666668
265,5.640833333333332
266,5.877666666666667
267,5.582500000000001
268,5.778666666666667
269,5.953333333333335
270,4.417166666666668
271,6.284166666666668
272,5.603999999999998
273,5.417166666666666
274,5.217333333333334
275,4.154166666666667
276,4.815166666666667
277,5.770333333333335
278,5.052833333333334
279,4.748833333333334
280,5.885000000000001
281,5.8875
282,5.584166666666666
283,5.111833333333333
284,5.603333333333334
285,6.786833333333335
286,6.421333333333334
287,6.3481666666666685
288,6.334166666666669
289,4.584000000000001
290,6.051
291,5.7311666666666685
292,5.647166666666666
293,6.515500000000001
294,4.3895
295,5.138666666666667
296,5.386666666666668
297,4.751999999999999
298,4.440166666666666
299,5.316833333333333
300,5.919166666666668
301,5.95
302,5.369833333333333
303,6.088333333333333
304,6.154666666666667
305,6.0501666666666685
306,6.053999999999999
307,5.438666666666666
308,5.3163333333333345
309,5.583166666666667
310,5.482333333333334
311,5.484166666666667
312,5.3149999999999995
313,5.143333333333333
314,4.852
315,5.150999999999999
316,5.551000000000001
317,5.148999999999999
318,5.4796666666666685
319,5.381666666666665
320,5.653833333333335
321,4.836666666666668
322,5.469833333333335
323,6.185666666666666
324,5.6851666666666665
325,5.368666666666669
326,5.251500000000003
327,5.454000000000002
328,4.8226666666666675
329,5.786
330,5.3163333333333345
331,6.031333333333334
332,5.417500000000001
333,5.088166666666666
334,4.953666666666667
335,5.283500000000001
336,5.313833333333334
337,5.419666666666669
338,6.573166666666667
339,5.514333333333334
340,5.419000000000001
341,6.147666666666668
342,6.056000000000001
343,6.283666666666668
344,5.298333333333334
345,5.667666666666666
346,4.680833333333334
347,4.7945
348,6.6195
349,5.7168333333333345
350,5.583333333333332
351,5.851833333333334
352,6.181500000000001
353,5.745000000000001
354,5.3161666666666685
355,4.756500000000001
356,5.707666666666667
357,5.117333333333334
358,5.005833333333334
359,5.317333333333334
360,5.116833333333334
361,4.984833333333335
362,6.194333333333334
363,5.483333333333333
364,5.118499999999999
365,4.881833333333333
366,5.147333333333335
367,6.586166666666668
368,4.685666666666666
369,6.020500000000002
370,5.486833333333334
371,6.449833333333333
372,5.4493333333333345
373,5.851166666666668
374,3.9739999999999993
375,5.0515
376,5.322333333333334
377,5.8563333333333345
378,5.2860000000000005
379,5.747500000000001
380,5.918000000000002
381,6.119333333333333
382,5.894499999999999
383,5.1530000000000005
384,4.249833333333333
385,4.851333333333333
386,6.184
387,4.4185
388,5.702333333333335
389,4.551
390,4.817833333333334
391,5.579666666666669
392,5.750500000000001
393,5.085166666666667
394,5.415166666666668
395,5.119
396,5.287000000000001
397,5.850166666666667
398,5.180833333333333
399,4.899833333333334
400,4.816333333333333
401,5.038166666666666
402,4.658500000000001
403,4.483666666666666
404,5.0165
405,5.215166666666667
406,5.083500000000001
407,5.984666666666667
408,5.486166666666667
409,4.849999999999999
410,5.819166666666666
411,5.882166666666667
412,5.6866666666666665
413,5.386166666666668
414,5.8083333333333345
415,6.116
416,5.946500000000001
417,4.814166666666666
418,5.5520000000000005
419,4.986666666666666
420,5.849333333333335
421,4.3845
422,5.818166666666668
423,5.551666666666666
424,5.185999999999999
425,6.084500000000001
426,5.560666666666668
427,5.615499999999999
428,5.452333333333335
429,6.340833333333333
430,6.001000000000002
431,5.415000000000001
432,6.451166666666667
433,5.0488333333333335
434,5.815333333333334
435,6.036333333333334
436,5.884500000000001
437,6.518500000000001
438,5.578000000000001
439,5.9805
440,5.3865
441,5.215000000000001
442,5.451833333333335
443,4.514666666666666
444,5.862333333333334
445,4.65
446,6.051166666666668
447,5.882500000000001
448,5.953666666666666
449,5.413333333333335
450,5.674
451,6.116666666666668
452,5.188000000000001
453,6.047000000000001
454,4.889333333333337
455,6.6735000000000015
456,5.651333333333335
457,5.581166666666667
458,5.618
459,6.083333333333333
460,4.985666666666666
461,5.705500000000002
462,5.283666666666666
463,4.986
464,5.1514999999999995
465,4.6845
466,6.718500000000001
467,5.717666666666667
468,5.253833333333333
469,4.985833333333334
470,5.7780000000000005
471,5.735
472,5.816999999999999
473,4.885833333333334
474,5.348
475,5.617833333333334
476,5.618666666666669
477,6.071666666666667
478,5.0843333333333325
479,5.8160000000000025
480,5.388666666666667
481,4.585500000000001
482,5.116166666666667
483,5.453833333333333
484,5.682333333333333
485,5.4431666666666665
486,5.432000000000001
487,4.884666666666665
488,5.2155000000000005
489,5.188833333333333
490,5.5521666666666665
491,6.052333333333333
492,5.422833333333335
493,6.722000000000002
494,6.387333333333335
495,5.214833333333332
496,6.3195
497,6.083833333333334
498,5.552666666666667
499,5.498666666666668
500,6.713000000000002
501,5.832
502,6.254166666666667
503,5.748666666666668
504,5.617333333333335
505,5.754499999999999
506,5.014166666666668
507,4.651000000000001
508,5.0475
509,5.276833333333333
510,6.017333333333334
511,4.780166666666667
512,5.347833333333333
513,6.196999999999999
514,5.284833333333334
515,5.711833333333334
516,4.780666666666666
517,6.7586666666666675
518,5.353833333333333
519,5.485666666666666
520,6.353333333333334
521,4.9976666666666665
522,5.1485
523,5.1755
524,6.049499999999999
525,5.220333333333334
526,5.017166666666666
527,6.053500000000001
528,5.215166666666668
529,6.380166666666667
530,5.950500000000002
531,5.053166666666667
532,5.450333333333332
533,6.168833333333335
534,5.719333333333335
535,5.323833333333335
536,5.265
537,5.416666666666666
538,5.751166666666667
539,6.521666666666667
540,5.9188333333333345
541,6.022166666666667
542,5.920000000000002
543,6.047000000000001
544,5.148666666666666
545,5.219000000000002
546,5.553000000000001
547,6.286333333333336
548,5.317333333333332
549,4.852
550,5.786333333333334
551,5.865
552,5.787000000000002
553,5.119500000000002
554,5.312666666666667
555,5.948333333333334
556,6.013166666666667
557,5.453666666666667
558,5.750333333333333
559,5.352666666666666
560,6.217166666666667
561,5.722
562,5.6208333333333345
563,5.324333333333333
564,5.251333333333333
565,5.743
566,5.817666666666666
567,5.585166666666668
568,5.590333333333333
569,5.5486666666666675
570,5.254500000000004
571,5.986333333333335
572,6.494500000000002
573,7.059166666666669
574,5.884333333333335
575,5.921166666666667
576,6.321000000000001
577,4.697166666666666
578,6.114500000000002
579,4.972666666666667
580,6.118833333333336
581,5.779666666666667
582,5.916500000000003
583,5.3853333333333335
584,5.053833333333334
585,5.781333333333333
586,5.403833333333333
587,6.232333333333333
588,5.850499999999999
589,5.581166666666669
590,5.450500000000001
591,6.117833333333334
592,5.421166666666666
593,6.4173333333333344
594,5.049166666666666
595,4.915333333333335
596,5.550333333333334
597,6.371666666666669
598,6.3196666666666665
599,5.184000000000001
600,5.614
601,5.949166666666668
602,5.482666666666666
603,6.013166666666667
604,5.6196666666666655
605,5.537833333333334
606,5.088333333333333
607,5.634833333333334
608,5.422666666666667
609,5.621166666666667
610,5.116833333333334
611,4.886833333333334
612,5.220000000000001
613,5.849499999999998
614,5.6515
615,5.947166666666667
616,6.030500000000001
617,4.749166666666666
618,5.820333333333334
619,6.185166666666668
620,5.985666666666666
621,5.952166666666669
622,4.652166666666665
623,5.167666666666666
624,5.252833333333332
625,5.887666666666669
626,4.4188333333333345
627,6.188833333333335
628,5.6194999999999995
629,6.688000000000002
630,5.649166666666668
631,4.953833333333335
632,5.938833333333334
633,6.22
634,6.719166666666668
635,5.150833333333334
636,5.885999999999999
637,5.719333333333334
638,5.183000000000002
639,4.551333333333334
640,6.253000000000002
641,5.916833333333335
642,5.265666666666669
643,5.112666666666668
644,5.877500000000001
645,5.554500000000002
646,5.282666666666668
647,5.685833333333334
648,5.720333333333334
649,6.051833333333334
650,5.384666666666669
651,5.449666666666667
652,4.918333333333334
653,5.446333333333333
654,5.750166666666668
655,5.913000000000001
656,5.088166666666667
657,6.483666666666669
658,4.252166666666667
659,4.684166666666667
660,5.385
661,5.916
662,5.284333333333334
663,6.011500000000001
664,5.613500000000001
665,5.448166666666666
666,5.7826666666666675
667,5.616833333333334
668,6.151333333333334
669,5.119000000000001
670,5.826000000000001
671,5.571000000000001
672,5.247
673,5.942000000000001
674,6.117666666666667
675,5.977333333333332
676,6.284499999999999
677,5.6225000000000005
678,6.047166666666667
679,5.717333333333333
680,6.284833333333334
681,6.150833333333333
682,5.306333333333334
683,4.853333333333335
684,6.0175
685,6.028833333333333
686,5.519333333333333
687,4.951666666666667
688,5.081000000000001
689,5.615833333333333
690,4.817833333333334
691,5.714833333333335
692,4.7205
693,5.678666666666668
694,5.092333333333335
695,5.415500000000001
696,4.925000000000002
697,5.5525
698,6.1466666666666665
699,6.285666666666667
700,6.850500000000002
701,6.200666666666667
702,5.117666666666666
703,4.6855
704,6.182333333333335
705,5.5215000000000005
706,5.686333333333332
707,5.146666666666666
708,6.055666666666668
709,5.988833333333333
710,5.084166666666666
711,5.352833333333334
712,5.9861666666666675
713,4.553166666666667
714,6.160166666666667
715,4.147166666666667
716,5.1511666666666684
717,6.012500000000002
718,5.618333333333333
719,5.519333333333334
720,6.572333333333335
721,5.441000000000002
722,5.674166666666667
723,5.616166666666668
724,6.383333333333334
725,4.487166666666667
726,6.126000000000001
727,5.226333333333335
728,6.0853333333333355
729,5.584666666666667
730,5.103666666666667
731,4.782666666666668
732,5.985166666666668
733,5.649333333333332
734,6.018833333333333
735,5.5516666666666685
736,5.8155
737,6.417
738,5.5865
739,5.930333333333334
740,6.3838333333333335
741,6.285333333333335
742,5.615500000000001
743,6.553
744,5.717666666666665
745,5.752500000000001
746,6.453
747,5.7233333333333345
748,5.718333333333335
749,6.0165
750,5.151333333333335
751,6.1863333333333355
752,5.082166666666667
753,5.981833333333333
754,5.413499999999999
755,6.054666666666667
756,5.502000000000002
757,5.069000000000001
758,6.482333333333334
759,5.449166666666669
760,5.514833333333335
761,6.592833333333334
762,5.145833333333333
763,5.310166666666666
764,5.405166666666668
765,5.4495
766,6.3415
767,5.9766666666666675
768,5.651500000000001
769,4.216833333333333
770,6.517500000000001
771,5.915166666666667
772,5.383
773,6.775166666666668
774,5.483166666666668
775,5.482666666666665
776,5.019000000000001
777,5.318666666666666
778,5.42
779,5.785666666666668
780,5.912166666666666
781,5.852166666666665
782,6.149833333333334
783,5.452666666666667
784,5.3854999999999995
785,5.569000000000002
786,5.732333333333334
787,5.2828333333333335
788,4.983833333333333
789,6.384833333333334
790,5.813333333333335
791,6.347500000000001
792,5.450166666666666
793,5.218833333333334
794,5.517166666666667
795,6.117666666666668
796,6.149333333333335
797,5.944666666666666
798,5.0518333333333345
799,5.878166666666668
800,6.285833333333333
801,5.886166666666666
802,5.781166666666668
803,4.452333333333333
804,5.9505
805,5.163
806,5.2841666666666685
807,6.0459999999999985
808,6.8534999999999995
809,5.1353333333333335
810,6.1818333333333335
811,5.359666666666668
812,5.648000000000001
813,6.034833333333334
814,4.986166666666667
815,5.718000000000002
816,5.871166666666667
817,5.382666666666668
818,5.919666666666668
819,5.2186666666666675
820,4.582166666666668
821,6.268333333333333
822,5.962833333333335
823,5.943666666666667
824,6.087500000000002
825,5.786333333333333
826,5.683333333333334
827,6.8405000000000005
828,5.682000000000001
829,4.9835
830,5.419333333333333
831,6.753333333333335
832,6.5505
833,5.185666666666667
834,5.456499999999999
835,5.688833333333334
836,5.464833333333334
837,5.288833333333333
838,6.082333333333334
839,6.086166666666668
840,5.417166666666668
841,6.286166666666667
842,5.953499999999999
843,5.917666666666667
844,6.319999999999999
845,5.915666666666666
846,6.452166666666668
847,5.450333333333333
848,5.9845000000000015
849,5.893666666666667
850,5.1496666666666675
851,5.186500000000001
852,5.081833333333334
853,5.3498333333333346
854,5.450833333333333
855,5.684833333333334
856,5.248166666666666
857,5.413833333333332
858,5.0843333333333325
859,6.360833333333334
860,4.818833333333334
861,5.481666666666667
862,6.214666666666668
863,5.751333333333334
864,5.7535
865,6.079666666666669
866,5.744
867,6.148166666666668
868,6.118833333333333
869,5.813666666666666
870,5.643000000000002
871,4.888333333333334
872,5.998000000000002
873,5.580166666666666
874,5.501166666666667
875,6.216333333333334
876,5.370333333333335
877,6.598833333333332
878,5.015000000000001
879,5.745500000000001
880,6.118666666666667
881,6.150333333333333
882,5.016666666666667
883,5.140166666666665
884,7.0504999999999995
885,4.915000000000001
886,5.017833333333335
887,5.0525
888,6.286666666666668
889,6.487000000000001
890,5.716000000000002
891,6.2858333333333345
892,5.167166666666666
893,5.354333333333333
894,6.350000000000003
895,4.884
896,6.586166666666668
897,5.5515
898,5.450666666666667
899,5.783500000000001
900,6.319166666666666
901,5.450666666666668
902,5.8498333333333346
903,4.950500000000001
904,5.483666666666669
905,5.849333333333334
906,5.683833333333334
907,4.816666666666667
908,5.649000000000001
909,6.384833333333335
910,4.946166666666667
911,6.451333333333335
912,6.964333333333333
913,5.886499999999999
914,5.1585
915,6.095166666666668
916,6.186333333333334
917,5.554000000000001
918,5.951333333333335
919,5.886333333333332
920,5.5535000000000005
921,5.6535
922,5.282833333333335
923,5.370000000000002
924,5.104500000000002
925,6.2346666666666675
926,5.616500000000001
927,5.415833333333334
928,4.945500000000001
929,5.4543333333333335
930,5.082833333333332
931,5.781666666666668
932,5.881833333333334
933,6.1851666666666665
934,6.045833333333335
935,6.68816666666667
936,6.616333333333334
937,5.116
938,5.516000000000003
939,5.414
940,5.322
941,5.517166666666667
942,5.248166666666666
943,5.484500000000001
944,5.920833333333335
945,5.884000000000001
946,5.948666666666668
947,5.8178333333333345
948,5.947000000000001
949,6.716833333333335
950,6.0838333333333345
951,6.008499999999999
952,5.7195
953,5.943666666666669
954,5.451333333333335
955,5.018333333333332
956,5.952833333333333
957,6.070166666666667
958,5.3454999999999995
959,5.781833333333334
960,5.787166666666669
961,5.4165
962,5.885999999999999
963,5.819000000000001
964,5.948166666666667
965,5.468166666666667
966,5.716666666666666
967,5.886500000000001
968,5.8895
969,6.783833333333333
970,5.084666666666667
971,5.518833333333334
972,5.7170000000000005
973,4.984500000000001
974,5.948333333333336
975,6.352166666666666
976,5.852333333333333
977,6.402166666666668
978,5.353666666666667
979,5.646166666666667
980,5.719333333333334
981,5.686166666666667
982,5.4543333333333335
983,5.018
984,6.252333333333334
985,6.853666666666667
986,5.417666666666666
987,5.693500000000001
988,5.086
989,6.216833333333335
990,5.3548333333333344
991,6.519000000000002
992,6.350333333333334
993,6.448166666666666
994,5.183999999999999
995,5.3149999999999995
996,5.815333333333334
997,5.885333333333333
998,4.953
999,5.751333333333335
